Started at Tue Dec 12 18:15:08 CET 2017
Step 53: r = 6.936649038000013E8 m, p = 1.4228453625193162E12Pa, L = 3.8257825698280156E33 W, T = 1.4228453625193162E12 K 
Step 54: r = 6.936301284000013E8 m, p = 1.4496552115167217E12Pa, L = 3.8257784784580323E33 W, T = 1.4496552115167217E12 K 
Step 55: r = 6.935953530000013E8 m, p = 1.4764637164430884E12Pa, L = 3.8257743874982677E33 W, T = 1.4764637164430884E12 K 
Step 56: r = 6.935605776000013E8 m, p = 1.503270877298416E12Pa, L = 3.8257702969487015E33 W, T = 1.503270877298416E12 K 
Step 57: r = 6.935258022000014E8 m, p = 1.5300766940827046E12Pa, L = 3.825766206809313E33 W, T = 1.5300766940827046E12 K 
Step 58: r = 6.934910268000014E8 m, p = 1.556881166795954E12Pa, L = 3.825762117080082E33 W, T = 1.556881166795954E12 K 
Step 59: r = 6.934562514000014E8 m, p = 1.5836842954381646E12Pa, L = 3.825758027760988E33 W, T = 1.5836842954381646E12 K 
Step 60: r = 6.934214760000014E8 m, p = 1.610486080009336E12Pa, L = 3.8257539388520095E33 W, T = 1.610486080009336E12 K 
Step 61: r = 6.933867006000015E8 m, p = 1.6372865205094683E12Pa, L = 3.825749850353127E33 W, T = 1.6372865205094683E12 K 
Step 62: r = 6.933519252000015E8 m, p = 1.6640856169385615E12Pa, L = 3.8257457622643196E33 W, T = 1.6640856169385615E12 K 
Step 63: r = 6.933171498000015E8 m, p = 1.6908833692966157E12Pa, L = 3.8257416745855667E33 W, T = 1.6908833692966157E12 K 
Step 64: r = 6.932823744000015E8 m, p = 1.7176797775836313E12Pa, L = 3.8257375873168474E33 W, T = 1.7176797775836313E12 K 
Step 65: r = 6.932475990000015E8 m, p = 1.744474841799608E12Pa, L = 3.8257335004581415E33 W, T = 1.744474841799608E12 K 
Step 66: r = 6.932128236000016E8 m, p = 1.7712685619445454E12Pa, L = 3.825729414009428E33 W, T = 1.7712685619445454E12 K 
Step 67: r = 6.931780482000016E8 m, p = 1.7980609380184438E12Pa, L = 3.825725327970687E33 W, T = 1.7980609380184438E12 K 
Step 68: r = 6.931432728000016E8 m, p = 1.8248519700213032E12Pa, L = 3.8257212423418974E33 W, T = 1.8248519700213032E12 K 
Step 69: r = 6.931084974000016E8 m, p = 1.8516416579531235E12Pa, L = 3.825717157123039E33 W, T = 1.8516416579531235E12 K 
Step 70: r = 6.930737220000017E8 m, p = 1.8784300018139048E12Pa, L = 3.825713072314091E33 W, T = 1.8784300018139048E12 K 
Step 71: r = 6.930389466000017E8 m, p = 1.905217001603647E12Pa, L = 3.8257089879150326E33 W, T = 1.905217001603647E12 K 
Step 72: r = 6.930041712000017E8 m, p = 1.93200265732235E12Pa, L = 3.825704903925844E33 W, T = 1.93200265732235E12 K 
Step 73: r = 6.929693958000017E8 m, p = 1.9587869689700144E12Pa, L = 3.825700820346504E33 W, T = 1.9587869689700144E12 K 
Step 74: r = 6.929346204000018E8 m, p = 1.98556993654664E12Pa, L = 3.825696737176992E33 W, T = 1.98556993654664E12 K 
Step 75: r = 6.928998450000018E8 m, p = 2.0123515600522263E12Pa, L = 3.8256926544172876E33 W, T = 2.0123515600522263E12 K 
Step 76: r = 6.928650696000018E8 m, p = 2.0391318394867737E12Pa, L = 3.825688572067371E33 W, T = 2.0391318394867737E12 K 
Step 77: r = 6.928302942000018E8 m, p = 2.065910774850282E12Pa, L = 3.82568449012722E33 W, T = 2.065910774850282E12 K 
Step 78: r = 6.927955188000019E8 m, p = 2.0926883661427512E12Pa, L = 3.825680408596815E33 W, T = 2.0926883661427512E12 K 
Step 79: r = 6.927607434000019E8 m, p = 2.1194646133641814E12Pa, L = 3.825676327476136E33 W, T = 2.1194646133641814E12 K 
Step 80: r = 6.927259680000019E8 m, p = 2.1462395165145725E12Pa, L = 3.8256722467651614E33 W, T = 2.1462395165145725E12 K 
Step 81: r = 6.926911926000019E8 m, p = 2.1730130755939246E12Pa, L = 3.825668166463871E33 W, T = 2.1730130755939246E12 K 
Step 82: r = 6.92656417200002E8 m, p = 2.199785290602238E12Pa, L = 3.8256640865722447E33 W, T = 2.199785290602238E12 K 
Step 83: r = 6.92621641800002E8 m, p = 2.226556161539512E12Pa, L = 3.825660007090261E33 W, T = 2.226556161539512E12 K 
Step 84: r = 6.92586866400002E8 m, p = 2.2533256884057476E12Pa, L = 3.8256559280179E33 W, T = 2.2533256884057476E12 K 
Step 85: r = 6.92552091000002E8 m, p = 2.280093871200944E12Pa, L = 3.8256518493551407E33 W, T = 2.280093871200944E12 K 
Step 86: r = 6.92517315600002E8 m, p = 2.306860709925101E12Pa, L = 3.825647771101963E33 W, T = 2.306860709925101E12 K 
Step 87: r = 6.924825402000021E8 m, p = 2.333626204578219E12Pa, L = 3.825643693258346E33 W, T = 2.333626204578219E12 K 
Step 88: r = 6.924477648000021E8 m, p = 2.3603903551602983E12Pa, L = 3.825639615824269E33 W, T = 2.3603903551602983E12 K 
Step 89: r = 6.924129894000021E8 m, p = 2.3871531616713384E12Pa, L = 3.825635538799712E33 W, T = 2.3871531616713384E12 K 
Step 90: r = 6.923782140000021E8 m, p = 2.4139146241113394E12Pa, L = 3.8256314621846546E33 W, T = 2.4139146241113394E12 K 
Step 91: r = 6.923434386000022E8 m, p = 2.4406747424803013E12Pa, L = 3.825627385979075E33 W, T = 2.4406747424803013E12 K 
Step 92: r = 6.923086632000022E8 m, p = 2.467433516778224E12Pa, L = 3.8256233101829535E33 W, T = 2.467433516778224E12 K 
Step 93: r = 6.922738878000022E8 m, p = 2.494190947005108E12Pa, L = 3.82561923479627E33 W, T = 2.494190947005108E12 K 
Step 94: r = 6.922391124000022E8 m, p = 2.5209470331609526E12Pa, L = 3.825615159819003E33 W, T = 2.5209470331609526E12 K 
Step 95: r = 6.922043370000023E8 m, p = 2.5477017752457583E12Pa, L = 3.825611085251132E33 W, T = 2.5477017752457583E12 K 
Step 96: r = 6.921695616000023E8 m, p = 2.574455173259525E12Pa, L = 3.825607011092637E33 W, T = 2.574455173259525E12 K 
Step 97: r = 6.921347862000023E8 m, p = 2.6012072272022534E12Pa, L = 3.8256029373434973E33 W, T = 2.6012072272022534E12 K 
Step 98: r = 6.921000108000023E8 m, p = 2.627957937073943E12Pa, L = 3.8255988640036925E33 W, T = 2.627957937073943E12 K 
Step 99: r = 6.920652354000024E8 m, p = 2.6547073028745933E12Pa, L = 3.8255947910732014E33 W, T = 2.6547073028745933E12 K 
Step 100: r = 6.920304600000024E8 m, p = 2.6814553246042046E12Pa, L = 3.8255907185520037E33 W, T = 2.6814553246042046E12 K 
Step 101: r = 6.919956846000024E8 m, p = 2.708202002262777E12Pa, L = 3.825586646440079E33 W, T = 2.708202002262777E12 K 
Step 102: r = 6.919609092000024E8 m, p = 2.73494733585031E12Pa, L = 3.8255825747374064E33 W, T = 2.73494733585031E12 K 
Step 103: r = 6.919261338000025E8 m, p = 2.761691325366804E12Pa, L = 3.825578503443966E33 W, T = 2.761691325366804E12 K 
Step 104: r = 6.918913584000025E8 m, p = 2.7884339708122593E12Pa, L = 3.825574432559737E33 W, T = 2.7884339708122593E12 K 
Step 105: r = 6.918565830000025E8 m, p = 2.8151752721866753E12Pa, L = 3.8255703620846975E33 W, T = 2.8151752721866753E12 K 
Step 106: r = 6.918218076000025E8 m, p = 2.8419152294900522E12Pa, L = 3.8255662920188284E33 W, T = 2.8419152294900522E12 K 
Step 107: r = 6.917870322000026E8 m, p = 2.86865384272239E12Pa, L = 3.825562222362109E33 W, T = 2.86865384272239E12 K 
Step 108: r = 6.917522568000026E8 m, p = 2.895391111883689E12Pa, L = 3.825558153114519E33 W, T = 2.895391111883689E12 K 
Step 109: r = 6.917174814000026E8 m, p = 2.9221270369739487E12Pa, L = 3.825554084276037E33 W, T = 2.9221270369739487E12 K 
Step 110: r = 6.916827060000026E8 m, p = 2.9488616179931694E12Pa, L = 3.825550015846643E33 W, T = 2.9488616179931694E12 K 
Step 111: r = 6.916479306000026E8 m, p = 2.975594854941351E12Pa, L = 3.825545947826316E33 W, T = 2.975594854941351E12 K 
Step 112: r = 6.916131552000027E8 m, p = 3.0023267478184937E12Pa, L = 3.825541880215036E33 W, T = 3.0023267478184937E12 K 
Step 113: r = 6.915783798000027E8 m, p = 3.029057296624597E12Pa, L = 3.8255378130127815E33 W, T = 3.029057296624597E12 K 
Step 114: r = 6.915436044000027E8 m, p = 3.0557865013596616E12Pa, L = 3.825533746219533E33 W, T = 3.0557865013596616E12 K 
Step 115: r = 6.915088290000027E8 m, p = 3.082514362023687E12Pa, L = 3.8255296798352697E33 W, T = 3.082514362023687E12 K 
Step 116: r = 6.914740536000028E8 m, p = 3.1092408786166743E12Pa, L = 3.8255256138599706E33 W, T = 3.1092408786166743E12 K 
Step 117: r = 6.914392782000028E8 m, p = 3.1359660511386226E12Pa, L = 3.825521548293615E33 W, T = 3.1359660511386226E12 K 
Step 118: r = 6.914045028000028E8 m, p = 3.1626898795895317E12Pa, L = 3.825517483136183E33 W, T = 3.1626898795895317E12 K 
Step 119: r = 6.913697274000028E8 m, p = 3.189412363969402E12Pa, L = 3.8255134183876536E33 W, T = 3.189412363969402E12 K 
Step 120: r = 6.913349520000029E8 m, p = 3.216133504278233E12Pa, L = 3.825509354048006E33 W, T = 3.216133504278233E12 K 
Step 121: r = 6.913001766000029E8 m, p = 3.242853300516025E12Pa, L = 3.825505290117221E33 W, T = 3.242853300516025E12 K 
Step 122: r = 6.912654012000029E8 m, p = 3.269571752682778E12Pa, L = 3.8255012265952764E33 W, T = 3.269571752682778E12 K 
Step 123: r = 6.912306258000029E8 m, p = 3.2962888607784917E12Pa, L = 3.825497163482152E33 W, T = 3.2962888607784917E12 K 
Step 124: r = 6.91195850400003E8 m, p = 3.3230046248031665E12Pa, L = 3.825493100777828E33 W, T = 3.3230046248031665E12 K 
Step 125: r = 6.91161075000003E8 m, p = 3.3497190447568022E12Pa, L = 3.825489038482283E33 W, T = 3.3497190447568022E12 K 
Step 126: r = 6.91126299600003E8 m, p = 3.376432120639399E12Pa, L = 3.825484976595497E33 W, T = 3.376432120639399E12 K 
Step 127: r = 6.91091524200003E8 m, p = 3.4031438524509565E12Pa, L = 3.825480915117449E33 W, T = 3.4031438524509565E12 K 
Step 128: r = 6.91056748800003E8 m, p = 3.429854240191475E12Pa, L = 3.8254768540481186E33 W, T = 3.429854240191475E12 K 
Step 129: r = 6.910219734000031E8 m, p = 3.4565632838609546E12Pa, L = 3.825472793387485E33 W, T = 3.4565632838609546E12 K 
Step 130: r = 6.909871980000031E8 m, p = 3.483270983459395E12Pa, L = 3.825468733135528E33 W, T = 3.483270983459395E12 K 
Step 131: r = 6.909524226000031E8 m, p = 3.5099773389867964E12Pa, L = 3.825464673292227E33 W, T = 3.5099773389867964E12 K 
Step 132: r = 6.909176472000031E8 m, p = 3.5366823504431587E12Pa, L = 3.8254606138575613E33 W, T = 3.5366823504431587E12 K 
Step 133: r = 6.908828718000032E8 m, p = 3.563386017828482E12Pa, L = 3.8254565548315105E33 W, T = 3.563386017828482E12 K 
Step 134: r = 6.908480964000032E8 m, p = 3.590088341142766E12Pa, L = 3.825452496214054E33 W, T = 3.590088341142766E12 K 
Step 135: r = 6.908133210000032E8 m, p = 3.616789320386012E12Pa, L = 3.8254484380051713E33 W, T = 3.616789320386012E12 K 
Step 136: r = 6.907785456000032E8 m, p = 3.643488955558219E12Pa, L = 3.8254443802048415E33 W, T = 3.643488955558219E12 K 
Step 137: r = 6.907437702000033E8 m, p = 3.670187246659387E12Pa, L = 3.825440322813044E33 W, T = 3.670187246659387E12 K 
Step 138: r = 6.907089948000033E8 m, p = 3.696884193689516E12Pa, L = 3.8254362658297587E33 W, T = 3.696884193689516E12 K 
Step 139: r = 6.906742194000033E8 m, p = 3.723579796648606E12Pa, L = 3.825432209254965E33 W, T = 3.723579796648606E12 K 
Step 140: r = 6.906394440000033E8 m, p = 3.7502740555366567E12Pa, L = 3.825428153088642E33 W, T = 3.7502740555366567E12 K 
Step 141: r = 6.906046686000034E8 m, p = 3.7769669703536685E12Pa, L = 3.825424097330769E33 W, T = 3.7769669703536685E12 K 
Step 142: r = 6.905698932000034E8 m, p = 3.803658541099641E12Pa, L = 3.8254200419813253E33 W, T = 3.803658541099641E12 K 
Step 143: r = 6.905351178000034E8 m, p = 3.8303487677745747E12Pa, L = 3.825415987040291E33 W, T = 3.8303487677745747E12 K 
Step 144: r = 6.905003424000034E8 m, p = 3.857037650378469E12Pa, L = 3.825411932507645E33 W, T = 3.857037650378469E12 K 
Step 145: r = 6.904655670000035E8 m, p = 3.8837251889113247E12Pa, L = 3.825407878383368E33 W, T = 3.8837251889113247E12 K 
Step 146: r = 6.904307916000035E8 m, p = 3.910411383373141E12Pa, L = 3.825403824667438E33 W, T = 3.910411383373141E12 K 
Step 147: r = 6.903960162000035E8 m, p = 3.9370962337639185E12Pa, L = 3.825399771359835E33 W, T = 3.9370962337639185E12 K 
Step 148: r = 6.903612408000035E8 m, p = 3.9637797400836567E12Pa, L = 3.825395718460538E33 W, T = 3.9637797400836567E12 K 
Step 149: r = 6.903264654000036E8 m, p = 3.990461902332356E12Pa, L = 3.825391665969527E33 W, T = 3.990461902332356E12 K 
Step 150: r = 6.902916900000036E8 m, p = 4.017142720510016E12Pa, L = 3.825387613886781E33 W, T = 4.017142720510016E12 K 
Step 151: r = 6.902569146000036E8 m, p = 4.043822194616637E12Pa, L = 3.8253835622122795E33 W, T = 4.043822194616637E12 K 
Step 152: r = 6.902221392000036E8 m, p = 4.070500324652219E12Pa, L = 3.825379510946002E33 W, T = 4.070500324652219E12 K 
Step 153: r = 6.901873638000036E8 m, p = 4.0971771106167627E12Pa, L = 3.825375460087928E33 W, T = 4.0971771106167627E12 K 
Step 154: r = 6.901525884000037E8 m, p = 4.1238525525102676E12Pa, L = 3.825371409638037E33 W, T = 4.1238525525102676E12 K 
Step 155: r = 6.901178130000037E8 m, p = 4.1505266503327334E12Pa, L = 3.8253673595963086E33 W, T = 4.1505266503327334E12 K 
Step 156: r = 6.900830376000037E8 m, p = 4.17719940408416E12Pa, L = 3.825363309962722E33 W, T = 4.17719940408416E12 K 
Step 157: r = 6.900482622000037E8 m, p = 4.203870813764548E12Pa, L = 3.825359260737256E33 W, T = 4.203870813764548E12 K 
Step 158: r = 6.900134868000038E8 m, p = 4.2305408793738965E12Pa, L = 3.825355211919891E33 W, T = 4.2305408793738965E12 K 
Step 159: r = 6.899787114000038E8 m, p = 4.257209600912206E12Pa, L = 3.825351163510606E33 W, T = 4.257209600912206E12 K 
Step 160: r = 6.899439360000038E8 m, p = 4.2838769783794766E12Pa, L = 3.8253471155093804E33 W, T = 4.2838769783794766E12 K 
Step 161: r = 6.899091606000038E8 m, p = 4.310543011775708E12Pa, L = 3.825343067916194E33 W, T = 4.310543011775708E12 K 
Step 162: r = 6.898743852000039E8 m, p = 4.3372077011009004E12Pa, L = 3.8253390207310256E33 W, T = 4.3372077011009004E12 K 
Step 163: r = 6.898396098000039E8 m, p = 4.3638710463550537E12Pa, L = 3.825334973953855E33 W, T = 4.3638710463550537E12 K 
Step 164: r = 6.898048344000039E8 m, p = 4.390533047538168E12Pa, L = 3.8253309275846616E33 W, T = 4.390533047538168E12 K 
Step 165: r = 6.897700590000039E8 m, p = 4.417193704650244E12Pa, L = 3.825326881623425E33 W, T = 4.417193704650244E12 K 
Step 166: r = 6.89735283600004E8 m, p = 4.443853017691281E12Pa, L = 3.825322836070125E33 W, T = 4.443853017691281E12 K 
Step 167: r = 6.89700508200004E8 m, p = 4.470510986661279E12Pa, L = 3.82531879092474E33 W, T = 4.470510986661279E12 K 
Step 168: r = 6.89665732800004E8 m, p = 4.497167611560238E12Pa, L = 3.82531474618725E33 W, T = 4.497167611560238E12 K 
Step 169: r = 6.89630957400004E8 m, p = 4.523822892388158E12Pa, L = 3.825310701857635E33 W, T = 4.523822892388158E12 K 
Step 170: r = 6.89596182000004E8 m, p = 4.550476829145039E12Pa, L = 3.825306657935873E33 W, T = 4.550476829145039E12 K 
Step 171: r = 6.895614066000041E8 m, p = 4.577129421830881E12Pa, L = 3.825302614421945E33 W, T = 4.577129421830881E12 K 
Step 172: r = 6.895266312000041E8 m, p = 4.603780670445684E12Pa, L = 3.825298571315829E33 W, T = 4.603780670445684E12 K 
Step 173: r = 6.894918558000041E8 m, p = 4.630430574989447E12Pa, L = 3.8252945286175055E33 W, T = 4.630430574989447E12 K 
Step 174: r = 6.894570804000041E8 m, p = 4.657079135462172E12Pa, L = 3.8252904863269537E33 W, T = 4.657079135462172E12 K 
Step 175: r = 6.894223050000042E8 m, p = 4.683726351863857E12Pa, L = 3.825286444444153E33 W, T = 4.683726351863857E12 K 
Step 176: r = 6.893875296000042E8 m, p = 4.710372224194504E12Pa, L = 3.8252824029690824E33 W, T = 4.710372224194504E12 K 
Step 177: r = 6.893527542000042E8 m, p = 4.737016752454111E12Pa, L = 3.8252783619017215E33 W, T = 4.737016752454111E12 K 
Step 178: r = 6.893179788000042E8 m, p = 4.76365993664268E12Pa, L = 3.8252743212420504E33 W, T = 4.76365993664268E12 K 
Step 179: r = 6.892832034000043E8 m, p = 4.790301776760209E12Pa, L = 3.8252702809900476E33 W, T = 4.790301776760209E12 K 
Step 180: r = 6.892484280000043E8 m, p = 4.816942272806699E12Pa, L = 3.8252662411456926E33 W, T = 4.816942272806699E12 K 
Step 181: r = 6.892136526000043E8 m, p = 4.84358142478215E12Pa, L = 3.825262201708966E33 W, T = 4.84358142478215E12 K 
Step 182: r = 6.891788772000043E8 m, p = 4.8702192326865625E12Pa, L = 3.8252581626798465E33 W, T = 4.8702192326865625E12 K 
Step 183: r = 6.891441018000044E8 m, p = 4.896855696519936E12Pa, L = 3.825254124058313E33 W, T = 4.896855696519936E12 K 
Step 184: r = 6.891093264000044E8 m, p = 4.92349081628227E12Pa, L = 3.8252500858443456E33 W, T = 4.92349081628227E12 K 
Step 185: r = 6.890745510000044E8 m, p = 4.950124591973564E12Pa, L = 3.8252460480379235E33 W, T = 4.950124591973564E12 K 
Step 186: r = 6.890397756000044E8 m, p = 4.97675702359382E12Pa, L = 3.825242010639026E33 W, T = 4.97675702359382E12 K 
Step 187: r = 6.890050002000045E8 m, p = 5.003388111143037E12Pa, L = 3.825237973647633E33 W, T = 5.003388111143037E12 K 
Step 188: r = 6.889702248000045E8 m, p = 5.030017854621215E12Pa, L = 3.825233937063723E33 W, T = 5.030017854621215E12 K 
Step 189: r = 6.889354494000045E8 m, p = 5.056646254028354E12Pa, L = 3.825229900887277E33 W, T = 5.056646254028354E12 K 
Step 190: r = 6.889006740000045E8 m, p = 5.083273309364453E12Pa, L = 3.8252258651182727E33 W, T = 5.083273309364453E12 K 
Step 191: r = 6.888658986000046E8 m, p = 5.109899020629514E12Pa, L = 3.825221829756691E33 W, T = 5.109899020629514E12 K 
Step 192: r = 6.888311232000046E8 m, p = 5.136523387823535E12Pa, L = 3.8252177948025106E33 W, T = 5.136523387823535E12 K 
Step 193: r = 6.887963478000046E8 m, p = 5.163146410946518E12Pa, L = 3.825213760255711E33 W, T = 5.163146410946518E12 K 
Step 194: r = 6.887615724000046E8 m, p = 5.189768089998461E12Pa, L = 3.8252097261162716E33 W, T = 5.189768089998461E12 K 
Step 195: r = 6.887267970000046E8 m, p = 5.216388424979365E12Pa, L = 3.8252056923841715E33 W, T = 5.216388424979365E12 K 
Step 196: r = 6.886920216000047E8 m, p = 5.24300741588923E12Pa, L = 3.825201659059391E33 W, T = 5.24300741588923E12 K 
Step 197: r = 6.886572462000047E8 m, p = 5.269625062728057E12Pa, L = 3.825197626141909E33 W, T = 5.269625062728057E12 K 
Step 198: r = 6.886224708000047E8 m, p = 5.296241365495844E12Pa, L = 3.825193593631705E33 W, T = 5.296241365495844E12 K 
Step 199: r = 6.885876954000047E8 m, p = 5.322856324192592E12Pa, L = 3.825189561528758E33 W, T = 5.322856324192592E12 K 
Step 200: r = 6.885529200000048E8 m, p = 5.349469938818301E12Pa, L = 3.825185529833048E33 W, T = 5.349469938818301E12 K 
Step 201: r = 6.885181446000048E8 m, p = 5.376082209372973E12Pa, L = 3.825181498544554E33 W, T = 5.376082209372973E12 K 
Step 202: r = 6.884833692000048E8 m, p = 5.402693135856605E12Pa, L = 3.8251774676632565E33 W, T = 5.402693135856605E12 K 
Step 203: r = 6.884485938000048E8 m, p = 5.429302718269199E12Pa, L = 3.825173437189133E33 W, T = 5.429302718269199E12 K 
